"","Country.Name","Year","Total.Land","Agriculture.Land","Forest.Area"
"574","Madagascar",1992,581540,363700,23.3143
"575","Maldives",1992,300,80,3.333333
"576","Middle East & North Africa",1992,11238830,3371679.8,1.783414
"577","Mexico",1992,1943950,1061770,35.68981
"578","Middle income",1992,81408787,30512117.8,33.10562
"579","Mali",1992,1220190,322400,5.353265
"580","Malta",1992,320,130,1.09375
"581","Myanmar",1992,653540,103980,58.67736
"582","Middle East & North Africa (excluding high income)",1992,8643940,2111959.8,2.159427
"583","Mongolia",1992,1553560,1235900,7.963774
"584","Mozambique",1992,786380,477500,54.60464
"585","Mauritania",1992,1030700,396780,0.3836228
"586","Mauritius",1992,2030,1090,20.32512
"587","Malawi",1992,94280,42700,40.6258
"588","Malaysia",1992,328550,68848,67.62745
"589","North America",1992,18252520,4932433,35.65793
"590","Namibia",1992,823290,386620,10.46533
"591","New Caledonia",1992,18280,2300,45.89716
"592","Niger",1992,1266700,350000,1.438067
"593","Nigeria",1992,910770,644470,18.02277
"594","Nicaragua",1992,120340,41200,36.34702
"595","Netherlands",1992,33760,19860,10.30806
"596","Norway",1992,365245,10030,33.20566
"597","Nepal",1992,143000,41582,32.4028
"598","Nauru",1992,20,4,0
"599","New Zealand",1992,263310,159600,37.04455
"600","OECD members",1992,34384338,13218190,30.92301
"601","Oman",1992,309500,10830,0.006462036
"602","Other small states",1992,2039254,816556,27.58625
"603","Pakistan",1992,770880,353800,3.17144
"604","Panama",1992,74340,21500,67.33118
"605","Peru",1992,1280000,219560,60.59859
"606","Philippines",1992,298170,111150,22.3007
"607","Papua New Guinea",1992,452860,8870,74.24281
"608","Poland",1992,306290,187430,29.11163
"609","Pre-demographic dividend",1992,20066611,7918260,29.52051
"610","Puerto Rico",1992,8870,4100,36.03382
"611","Korea, Dem. People’s Rep.",1992,120410,25300,66.00282
"612","Portugal",1992,91500,38780,37.34863
"613","Paraguay",1992,397300,173450,52.35137
"614","West Bank and Gaza",1992,6020,3700,1.508306
"615","Pacific island small states",1992,64200,8279,62.09159
"616","Post-demographic dividend",1992,31450350,12029362,31.1806
"617","French Polynesia",1992,3660,430,17.75956
"618","Qatar",1992,11610,640,0
"619","Romania",1992,229460,147900,27.76083
"620","Rwanda",1992,24670,18370,13.10093
"621","South Asia",1992,4779833,2712782,16.51513
"622","Saudi Arabia",1992,2149690,1237460,0.4544841
"623","Sudan",1992,2376000,1240150,12.78556
"624","Senegal",1992,192530,87800,48.08601
"625","Singapore",1992,670,12,24.40299
"626","Solomon Islands",1992,27990,710,82.62951
"627","Sierra Leone",1992,72180,28150,42.65447
"628","El Salvador",1992,20720,14510,17.76062
"629","San Marino",1992,60,10,0
"630","Somalia",1992,627340,440430,12.95725
"631","Sub-Saharan Africa (excluding high income)",1992,23616931,9978530,29.22721
"632","Sub-Saharan Africa",1992,23617391,9978570,29.22836
"633","Small states",1992,2508304,851132,37.92999
"634","Sao Tome and Principe",1992,960,420,58.33333
"635","Suriname",1992,156000,890,98.86026
"636","Sweden",1992,410340,33440,68.43837
"637","Swaziland",1992,17200,12230,27.97674
"638","Seychelles",1992,460,40,88.41304
"639","Syrian Arab Republic",1992,183780,136130,2.089455
"640","Turks and Caicos Islands",1992,950,10,36.21053
"641","Chad",1992,1259200,483700,5.264612
"642","East Asia & Pacific (IDA & IBRD countries)",1992,15809270,7442757,28.3693
"643","Europe & Central Asia (IDA & IBRD countries)",1992,23000724,6700992,38.2591
"644","Togo",1992,54390,31950,11.86247
"645","Thailand",1992,510890,213740,28.58972
"646","Latin America & the Caribbean (IDA & IBRD countries)",1992,19942112,6850377,50.76102
"647","Timor-Leste",1992,14870,3300,63.45662
"648","Middle East & North Africa (IDA & IBRD countries)",1992,8637920,2108259.8,2.159881
"649","Tonga",1992,720,320,12.5
"650","South Asia (IDA & IBRD)",1992,4779833,2712782,16.51513
"651","Sub-Saharan Africa (IDA & IBRD countries)",1992,23617391,9978570,29.22836
"652","Trinidad and Tobago",1992,5130,810,46.64327
"653","Tunisia",1992,155360,93550,4.388517
"654","Turkey",1992,769630,399040,12.6479
"655","Tuvalu",1992,30,20,33.33333
"656","Tanzania",1992,885800,324000,62.22624
"657","Uganda",1992,199810,120520,22.89475
"658","Upper middle income",1992,58229107,20087593,35.0022
"659","Uruguay",1992,175020,149250,5.211862
"660","United States",1992,9158960,4254290,33.04602
"661","St. Vincent and the Grenadines",1992,390,120,64.61538
"662","Venezuela, RB",1992,882050,216070,58.33116
"663","British Virgin Islands",1992,150,80,24.66667
"664","Virgin Islands (U.S.)",1992,350,100,65.6
"665","Vietnam",1992,325490,70250,30.21844
"666","Vanuatu",1992,12190,1570,36.09516
"667","World",1992,129719006.4,48614072.8,31.68809
"668","Samoa",1992,2830,520,48.83392
"669","Yemen, Rep.",1992,527970,234810,1.039832
"670","South Africa",1992,1213090,964730,7.617737
"671","Zambia",1992,743390,210650,70.57776
"672","Zimbabwe",1992,386850,133500,55.60295
"673","Aruba",1993,180,20,2.333333
"674","Afghanistan",1993,652860,379340,2.067825
"675","Angola",1993,1246700,575000,48.60961
"676","Albania",1993,27400,11260,28.57482
"677","Andorra",1993,470,190,34.04255
"678","Arab World",1993,13624011,5344200,3.633319
"679","United Arab Emirates",1993,83600,3550,3.163876
"680","Argentina",1993,2736690,1278500,12.39201
"681","American Samoa",1993,200,32,91.45
"682","Antigua and Barbuda",1993,440,90,23.20455
"683","Australia",1993,7682300,4602860,16.74381
"684","Austria",1993,82580,29990,45.95059
"685","Burundi",1993,25680,21230,10.19081
"686","Benin",1993,112760,23200,49.22845
"687","Burkina Faso",1993,273600,95000,24.36879
"688","Bangladesh",1993,130170,94460,11.41738
"689","Bulgaria",1993,110630,61210,30.20338
"690","Bahrain",1993,710,90,0.3661972
"691","Bahamas, The",1993,10010,120,51.44855
"692","Belize",1993,22810,1430,68.78606
"693","Bermuda",1993,50,3,20
"694","Bolivia",1993,1083300,362130,57.21758
"695","Brazil",1993,8358140,2494630,64.49709
"696","Barbados",1993,430,190,14.65116
"697","Brunei Darussalam",1993,5270,110,77.45731
"698","Bhutan",1993,46723,5050,54.28804
"699","Botswana",1993,566730,259510,23.57931
"700","Central African Republic",1993,622980,50200,36.13792
"701","Canada",1993,9093510,678740,38.28353
"702","Central Europe and the Baltics",1993,1104926,624860,32.1055
"703","Switzerland",1993,39529,15915,29.44421
"704","Channel Islands",1993,190,84,4.210526
"705","Chile",1993,743532,154770,20.75808
"706","China",1993,9388250,5182230,17.37263
"707","Cote d'Ivoire",1993,318000,195020,32.24465
"708","Cameroon",1993,472710,91600,50.04337
"709","Congo, Dem. Rep.",1993,2267050,260000,70.32434
"710","Congo, Rep.",1993,341500,105300,66.39824
"711","Colombia",1993,1109500,449030,57.35145
"712","Comoros",1993,1861,1150,25.68512
"713","Cabo Verde",1993,4030,690,16.14144
"714","Costa Rica",1993,51060,21130,49.11085
"715","Caribbean small states",1993,404850,26637,86.13953
"716","Cuba",1993,107400,67300,20.21508
"717","Cayman Islands",1993,240,27,52.91667
"718","Cyprus",1993,9240,1587,17.77706
"719","Germany",1993,349120,171620,32.4135
"720","Djibouti",1993,23180,14010,0.2415876
"721","Dominica",1993,750,180,65.6
"722","Denmark",1993,42430,27390,13.10134
"723","Dominican Republic",1993,48310,25460,25.23908
"724","Algeria",1993,2381740,388620,0.6888241
"725","East Asia & Pacific (excluding high income)",1993,15929880,7469898,28.63386
"726","Early-demographic dividend",1993,33145633,13344079,24.05415
"727","East Asia & Pacific",1993,24401850,12320790,25.7427
"728","Europe & Central Asia (excluding high income)",1993,22690744,6485816,38.39703
"729","Europe & Central Asia",1993,27353648,8347786,37.37072
"730","Ecuador",1993,276840,79750,51.87209
"731","Egypt, Arab Rep.",1993,995450,32460,0.04872168
"732","Euro area",1993,2645522,1286347,35.06345
"733","Spain",1993,499440,300330,29.55256
"734","Ethiopia",1993,1e+06,305400,14.6913
"735","European Union",1993,4209642,2045767,35.44573
"736","Fragile and conflict affected situations",1993,14824328,4891935,24.89281
"737","Finland",1993,304590,23837,72.37926
"738","Fiji",1993,18270,4350,52.60865
"739","France",1993,547566,302913,26.83129
"740","Faroe Islands",1993,1396,30,0.05730659
"741","Gabon",1993,257670,51600,85.38053
"742","United Kingdom",1993,241930,175340,11.70091
"743","Ghana",1993,227540,128000,38.28602
"744","Guinea",1993,245720,140520,29.12258
"745","Gambia, The",1993,10120,5570,44.23913
"746","Guinea-Bissau",1993,28120,14670,77.78094
"747","Equatorial Guinea",1993,28050,3340,65.05882
"748","Greece",1993,128900,91600,26.29635
"749","Grenada",1993,340,120,49.97059
"750","Greenland",1993,341700,2356,0.0006438396
"751","Guatemala",1993,107160,44820,42.79582
"752","Guam",1993,540,200,46.2963
"753","Guyana",1993,196850,17340,84.57506
"754","High income",1993,34929298.4,13690102,28.43161
"755","Honduras",1993,111890,35480,68.03825
"756","Heavily indebted poor countries (HIPC)",1993,19753821,7368820,31.43439
"757","Haiti",1993,27560,15750,4.132801
"758","Hungary",1993,89860,61300,20.42956
"759","IBRD only",1993,69455199,24900077,34.34361
"760","IDA & IBRD total",1993,95783560,35694623,32.57971
"761","IDA total",1993,26328361,10794546,27.92455
"762","IDA blend",1993,5937610,3115527,23.70177
"763","Indonesia",1993,1811570,420160,62.26875
"764","IDA only",1993,20390751,7679019,29.15484
"765","Isle of Man",1993,570,408,6.070175
"766","India",1993,2973190,1813820,21.65159
"767","Ireland",1993,68890,44040,7.490057
"768","Iran, Islamic Rep.",1993,1628760,641520,5.618348
"769","Iraq",1993,437370,98700,1.847863
"770","Iceland",1993,100250,19000,0.1986035
"771","Israel",1993,21640,5770,6.390943
"772","Italy",1993,294110,159100,26.60127
"773","Jamaica",1993,10830,5030,31.71653
"774","Jordan",1993,88240,10900,1.104941
"775","Japan",1993,364600,55740,68.37027
"776","Kenya",1993,569140,268400,7.685104
"777","Cambodia",1993,176520,45310,70.95287
"778","Kiribati",1993,810,370,15
"779","St. Kitts and Nevis",1993,260,120,42.30769
"780","Korea, Rep.",1993,96460,21180,65.78271
"781","Kuwait",1993,17820,1420,0.2171717
"782","Latin America & Caribbean (excluding high income)",1993,19125130,6648137,51.93609
"783","Lao PDR",1993,230800,16650,74.99666
"784","Lebanon",1993,10230,6060,12.80547
"785","Liberia",1993,96320,25000,50.23879
"786","Libya",1993,1759540,154650,0.1233277
"787","St. Lucia",1993,610,197,35.44262
"788","Latin America & Caribbean",1993,20071224.4,6956884,50.36584
"789","Least developed countries: UN classification",1993,20146544,7555314,30.09472
"790","Low income",1993,13380901,4717774,31.06691
"791","Liechtenstein",1993,160,70,41.375
"792","Sri Lanka",1993,62710,23200,35.9815
"793","Lower middle income",1993,23179760,10441015,28.16596
"794","Low & middle income",1993,94730068,35276101,32.75712
"795","Lesotho",1993,30360,23340,1.337286
"796","Late-demographic dividend",1993,44555625,15609797,38.74969
"797","Morocco",1993,446300,307110,11.12637
"798","Madagascar",1993,581540,364900,23.19926
"799","Maldives",1993,300,80,3.333333
"800","Middle East & North Africa",1993,11238830,3885800,1.788496
"801","Mexico",1993,1943950,1061800,35.59186
"802","Middle income",1993,81405097,30581051,33.03533
"803","Mali",1993,1220190,331400,5.288521
"804","Malta",1993,320,130,1.09375
"805","Myanmar",1993,653540,104460,58.01175
"806","Middle East & North Africa (excluding high income)",1993,8643940,2125620,2.165022
"807","Mongolia",1993,1553560,1191240,7.911056
"808","Mozambique",1993,786380,477500,54.32615
"809","Mauritania",1993,1030700,396900,0.3741147
"810","Mauritius",1993,2030,1070,20.36453
"811","Malawi",1993,94280,42700,40.27683
"812","Malaysia",1993,328550,69787,67.38853
"813","North America",1993,18252520,4908223,35.66129
"814","Namibia",1993,823290,387000,10.37666
"815","New Caledonia",1993,18280,2300,45.89716
"816","Niger",1993,1266700,350000,1.389358
"817","Nigeria",1993,910770,650650,17.57293
"818","Nicaragua",1993,120340,41900,35.76533
"819","Netherlands",1993,33760,19880,10.35249
"820","Norway",1993,365245,10130,33.20045
"821","Nepal",1993,143000,41694,31.76154
"822","Nauru",1993,20,4,0
"823","New Zealand",1993,263310,159190,37.22722
"824","OECD members",1993,34384318,13192565,30.94394
"825","Oman",1993,309500,10720,0.006462036
"826","Other small states",1993,2039254,817887,27.48787
"827","Pakistan",1993,770880,357500,3.118125
"828","Panama",1993,74340,21500,67.09847
"829","Peru",1993,1280000,219660,60.46
"830","Philippines",1993,298170,110650,22.459
"831","Papua New Guinea",1993,452860,8930,74.23685
"832","Poland",1993,306290,187150,29.16974
"833","Pre-demographic dividend",1993,20167611,8044540,29.30676
"834","Puerto Rico",1993,8870,3110,37.8726
"835","Korea, Dem. People’s Rep.",1993,120410,25500,64.94976
"836","Portugal",1993,91500,39590,37.24699
"837","Paraguay",1993,397300,173450,51.90108
"838","West Bank and Gaza",1993,6020,3700,1.508306
"839","Pacific island small states",1993,64200,8279,62.11371
"840","Post-demographic dividend",1993,31450330,11977507,31.20833
"841","French Polynesia",1993,3660,430,19.12568
"842","Qatar",1993,11610,650,0
"843","Romania",1993,229460,147930,27.75865
"844","Rwanda",1993,24670,17300,13.20632
"845","South Asia",1993,4779833,2715144,16.51731
"846","Saudi Arabia",1993,2149690,1737850,0.4544841
"847","Sudan",1993,2376000,1267330,12.71215
"848","Senegal",1993,192530,88180,47.85228
"849","Singapore",1993,670,12,24.40299
"850","Solomon Islands",1993,27990,710,82.42944
"851","Sierra Leone",1993,72180,28110,42.38293
"852","El Salvador",1993,20720,14510,17.54344
"853","San Marino",1993,60,10,0
"854","Somalia",1993,627340,440440,12.83499
"855","Sub-Saharan Africa (excluding high income)",1993,23616931,9854260,29.07678
"856","Sub-Saharan Africa",1993,23617391,9854300,29.07794
"857","Small states",1993,2508304,852803,37.84072
"858","Sao Tome and Principe",1993,960,420,58.33333
"859","Suriname",1993,156000,890,98.83526
"860","Sweden",1993,410340,33560,68.46274
"861","Swaziland",1993,17200,12220,28.24419
"862","Seychelles",1993,460,40,88.41304
"863","Syrian Arab Republic",1993,183780,136420,2.122103
"864","Turks and Caicos Islands",1993,950,10,36.21053
"865","Chad",1993,1259200,484000,5.234514
"866","East Asia & Pacific (IDA & IBRD countries)",1993,15809270,7444366,28.35646
"867","Europe & Central Asia (IDA & IBRD countries)",1993,22997034,6672966,38.27408
"868","Togo",1993,54390,33000,11.4966
"869","Thailand",1993,510890,212450,29.1781
"870","Latin America & the Caribbean (IDA & IBRD countries)",1993,19942112,6885927,50.53511
"871","Timor-Leste",1993,14870,3350,62.70343
"872","Middle East & North Africa (IDA & IBRD countries)",1993,8637920,2121920,2.16548
"873","Tonga",1993,720,320,12.5
"874","South Asia (IDA & IBRD)",1993,4779833,2715144,16.51731
"875","Sub-Saharan Africa (IDA & IBRD countries)",1993,23617391,9854300,29.07794
"876","Trinidad and Tobago",1993,5130,810,46.50487
"877","Tunisia",1993,155360,94220,4.513388
"878","Turkey",1993,769630,399130,12.72079
"879","Tuvalu",1993,30,20,33.33333
"880","Tanzania",1993,885800,326000,61.77467
"881","Uganda",1993,199810,120820,22.45333
"882","Upper middle income",1993,58225337,20140036,34.97293
"883","Uruguay",1993,175020,149300,5.538624
"884","United States",1993,9158960,4229480,33.05788
"885","St. Vincent and the Grenadines",1993,390,120,64.87179
"886","Venezuela, RB",1993,882050,216030,58.00522
"887","British Virgin Islands",1993,150,80,24.66667
"888","Virgin Islands (U.S.)",1993,350,100,64.71429
"889","Vietnam",1993,325490,70870,30.94473
"890","Vanuatu",1993,12190,1590,36.09516
"891","World",1993,129715296.4,48988927,31.65765
"892","Samoa",1993,2830,520,50.28269
"893","Yemen, Rep.",1993,527970,237250,1.039832
"894","South Africa",1993,1213090,969360,7.617737
"895","Zambia",1993,743390,212020,70.35365
"896","Zimbabwe",1993,386850,135200,54.75766
"897","Aruba",1994,180,20,2.333333
"898","Afghanistan",1994,652860,378130,2.067825
"899","Angola",1994,1246700,575000,48.50951
"900","Albania",1994,27400,11260,28.50365
"901","Andorra",1994,470,190,34.04255
"902","Arab World",1994,13624011,5363840,3.616345
"903","United Arab Emirates",1994,83600,3720,3.241627
"904","Argentina",1994,2736690,1279480,12.28484
"905","American Samoa",1994,200,32,91.25
"906","Antigua and Barbuda",1994,440,90,23.13636
"907","Australia",1994,7682300,4691000,16.74772
"908","Austria",1994,82580,29941,46.02567
"909","Burundi",1994,25680,20730,9.836449
"910","Benin",1994,112760,24000,48.60766
"911","Burkina Faso",1994,273600,94310,24.14985
"912","Bangladesh",1994,130170,93580,11.3974
"913","Bulgaria",1994,110630,61590,30.24677
"914","Bahrain",1994,710,90,0.3943662
"915","Bahamas, The",1994,10010,120,51.44855
"916","Belize",1994,22810,1430,68.09908
"917","Bermuda",1994,50,3,20
"918","Bolivia",1994,1083300,363510,56.96797
"919","Brazil",1994,8358140,2514180,64.19282
"920","Barbados",1994,430,190,14.65116
"921","Brunei Darussalam",1994,5270,110,77.1537
"922","Bhutan",1994,39800,5090,63.98065
"923","Botswana",1994,566730,259960,23.37056
"924","Central African Republic",1994,622980,50200,36.11288
"925","Canada",1994,9093510,679340,38.27835
"926","Central Europe and the Baltics",1994,1104976,621440,32.15871
"927","Switzerland",1994,39529,15868,29.55299
"928","Channel Islands",1994,190,84,4.210526
"929","Chile",1994,743532,154500,20.83488
"930","China",1994,9388250,5228330,17.58417
"931","Cote d'Ivoire",1994,318000,197000,32.27799
"932","Cameroon",1994,472710,91600,49.57797
"933","Congo, Dem. Rep.",1994,2267050,260000,70.18698
"934","Congo, Rep.",1994,341500,105180,66.34846
"935","Colombia",1994,1109500,448650,57.11544
"936","Comoros",1994,1861,1200,25.47018
"937","Cabo Verde",1994,4030,690,16.7469
