"","Country.Name","Year","Population","Total.Land","Agriculture.Land","Forest.Area","Population.Density","CO2Emission","Region","IncomeGroup"
"1010","Lebanon",2006,4057350,10230,6790,13.35093,396.6129,3.563651398,"Middle East & North Africa","Upper middle income"
"1011","Liberia",2006,3375838,96320,26150,46.18978,35.04815,0.221594757,"Sub-Saharan Africa","Low income"
"1012","Libya",2006,5881435,1759540,153850,0.1233277,3.342598,9.057399937,"Middle East & North Africa","Upper middle income"
"1013","Sri Lanka",2006,19520000,62710,24400,33.72668,311.2741,0.613546209,"South Asia","Lower middle income"
"1014","Mali",2006,13227064,1220190,404660,4.446848,10.84017,0.071249296,"Sub-Saharan Africa","Low income"
"1015","Malta",2006,405308,320,92,1.09375,1266.588,6.351303206,"Middle East & North Africa","High income"
"1016","Myanmar",2006,48846474,653470,115970,50.51709,74.74937,0.263052109,"East Asia & Pacific","Lower middle income"
"1017","Mauritania",2006,3220653,1030700,396610,0.2541962,3.124724,0.49984056,"Sub-Saharan Africa","Lower middle income"
"1018","Mauritius",2006,1233996,2030,940,18.83744,607.8798,2.94193012,"Sub-Saharan Africa","Upper middle income"
"1019","Netherlands",2006,16346101,33760,19196,10.859,484.1855,10.223163126,"Europe & Central Asia","High income"
"1020","Nepal",2006,25940618,143350,41850,25.36449,180.96,0.098811563,"South Asia","Low income"
"1021","New Zealand",2006,4184600,263310,113750,38.64874,15.89229,7.992808632,"East Asia & Pacific","High income"
"1022","Pakistan",2006,157093993,770880,361350,2.41153,203.7853,0.929856974,"South Asia","Lower middle income"
"1023","Panama",2006,3391905,74340,22244,64.10277,45.62692,2.173017817,"Latin America & Caribbean","Upper middle income"
"1024","Portugal",2006,10522288,91470,37640,35.90904,115.0354,5.684705076,"Europe & Central Asia","High income"
"1025","Romania",2006,21193760,229980,140390,27.89721,92.1548,4.876469678,"Europe & Central Asia","Upper middle income"
"1026","Saudi Arabia",2006,24578301,2149690,1736740,0.4544841,11.43342,17.606546645,"Middle East & North Africa","High income"
"1027","Sudan",2006,31607064,2376000,1360530,11.75786,17.3631,0.291193188,"Sub-Saharan Africa","Lower middle income"
"1028","Singapore",2006,4401365,694,7.5,23.55908,6342.024,6.997632098,"East Asia & Pacific","High income"
"1029","Sierra Leone",2006,5848692,72180,40298.8,38.85287,81.02926,0.125395559,"Sub-Saharan Africa","Low income"
"1030","Sweden",2006,9080505,410340,31630,68.69669,22.12922,5.459003216,"Europe & Central Asia","High income"
"1031","Thailand",2006,65824164,510890,197000,31.57196,128.8421,3.874284146,"East Asia & Pacific","Upper middle income"
"1032","Tanzania",2006,40634948,885800,353600,55.90427,45.87373,0.148358699,"Sub-Saharan Africa","Low income"
"1033","Uganda",2006,29550662,199810,134627.5,16.48466,147.8938,0.085871646,"Sub-Saharan Africa","Low income"
"1034","United States",2006,298379912,9161920,4092148,33.34995,32.5674,19.116138824,"North America","High income"
"1035","Samoa",2006,181094,2830,402,60.42403,63.99081,0.971959314,"East Asia & Pacific","Upper middle income"
"1036","Yemen, Rep.",2006,21160534,527970,236270,1.039832,40.07905,0.982751995,"Middle East & North Africa","Lower middle income"
"1037","South Africa",2006,48233804,1213090,968880,7.617737,39.76111,9.285908893,"Sub-Saharan Africa","Upper middle income"
"1038","Afghanistan",2007,26616792,652860,379100,2.067825,40.76952,0.085417506,"South Asia","Low income"
"1039","Argentina",2007,39970224,2736690,1440330,10.79772,14.60532,4.382668884,"Latin America & Caribbean","Upper middle income"
"1040","Australia",2007,20827600,7682300,4254490,16.38429,2.711115,17.86526004,"East Asia & Pacific","High income"
"1041","Austria",2007,8295487,82578,28301,46.67829,100.4564,8.405092793,"Europe & Central Asia","High income"
"1042","Bulgaria",2007,7545338,108610,51160,33.93242,69.47185,6.925435282,"Europe & Central Asia","Upper middle income"
"1043","Brunei Darussalam",2007,374864,5270,114,73.13093,71.13169,22.450181933,"East Asia & Pacific","High income"
"1044","Central African Republic",2007,4275800,622980,52100,35.78734,6.863463,0.059175593,"Sub-Saharan Africa","Low income"
"1045","Canada",2007,32887928,9093510,652824,38.21037,3.616637,16.446455186,"North America","High income"
"1046","China",2007,1317885000,9388210.8,5145680,20.88475,140.3766,5.153564017,"East Asia & Pacific","Upper middle income"
"1047","Congo, Dem. Rep.",2007,58417562,2267050,256500,68.40131,25.7681,0.029628487,"Sub-Saharan Africa","Low income"
"1048","Cabo Verde",2007,486438,4030,760,20.89082,120.7042,0.814155144,"Sub-Saharan Africa","Lower middle income"
"1049","Costa Rica",2007,4369469,51060,18000,49.67881,85.57519,1.858899789,"Latin America & Caribbean","Upper middle income"
"1050","Cuba",2007,11303687,106440,66200,26.22135,106.1977,2.370445059,"Latin America & Caribbean","Upper middle income"
"1051","Cyprus",2007,1063712,9240,1472,18.70671,115.1203,7.704853381,"Europe & Central Asia","High income"
"1052","Algeria",2007,34300076,2381740,412520,0.7090614,14.40127,3.192314209,"Middle East & North Africa","Upper middle income"
"1053","Egypt, Arab Rep.",2007,79537253,995450,35380,0.06851173,79.9008,2.377408257,"Middle East & North Africa","Lower middle income"
"1054","Spain",2007,45226803,499110,280040,35.39927,90.6149,7.920890716,"Europe & Central Asia","High income"
"1055","Ethiopia",2007,81000409,1e+06,350770,12.7184,81.00041,0.074245057,"Sub-Saharan Africa","Low income"
"1056","Finland",2007,5288720,304090,22949,72.91591,17.39196,12.098481863,"Europe & Central Asia","High income"
"1057","Fiji",2007,834812,18270,4270,54.48878,45.69305,1.440774689,"East Asia & Pacific","Upper middle income"
"1058","France",2007,64016229,547557,292061,29.37813,116.9124,5.762833484,"Europe & Central Asia","High income"
"1059","Gambia, The",2007,1539116,10120,4950,46.89723,152.0866,0.257313939,"Sub-Saharan Africa","Low income"
"1060","Greece",2007,11048473,128900,82510,29.57642,85.71352,8.892293442,"Europe & Central Asia","High income"
"1061","Haiti",2007,9556889,27560,18200,3.751814,346.7667,0.25017388,"Latin America & Caribbean","Low income"
"1062","Indonesia",2007,232989141,1811570,530000,53.26154,128.6117,1.611855395,"East Asia & Pacific","Lower middle income"
"1063","India",2007,1179681239,2973190,1796200,23.05315,396.7729,1.19320986,"South Asia","Lower middle income"
"1064","Ireland",2007,4398942,68890,42760,10.26492,63.85458,10.147528883,"Europe & Central Asia","High income"
"1065","Iran, Islamic Rep.",2007,72031103,1628760,480730,6.564491,44.2245,7.786923005,"Middle East & North Africa","Upper middle income"
"1066","Iraq",2007,28390433,437370,91400,1.886275,64.91171,2.189316732,"Middle East & North Africa","Upper middle income"
"1067","Italy",2007,58438310,294140,141620,30.14415,198.6752,7.917347216,"Europe & Central Asia","High income"
"1068","Japan",2007,128001000,364500,46500,68.4428,351.1687,9.782963899,"East Asia & Pacific","High income"
"1069","Kenya",2007,38085909,569140,270700,7.239344,66.91835,0.258132923,"Sub-Saharan Africa","Lower middle income"
"1070","Korea, Rep.",2007,48683638,96920,18400,64.40157,502.3074,10.181567039,"East Asia & Pacific","High income"
"1071","Lebanon",2007,4086466,10230,6771,13.35875,399.459,3.299564709,"Middle East & North Africa","Upper middle income"
"1072","Liberia",2007,3512932,96320,26150,45.87832,36.47147,0.191025901,"Sub-Saharan Africa","Low income"
"1073","Libya",2007,5970362,1759540,153850,0.1233277,3.393138,8.367869151,"Middle East & North Africa","Upper middle income"
"1074","Sri Lanka",2007,19668000,62710,23900,33.67884,313.6342,0.62813316,"South Asia","Lower middle income"
"1075","Mali",2007,13675606,1220190,405970,4.382104,11.20777,0.073738963,"Sub-Saharan Africa","Low income"
"1076","Malta",2007,406724,320,93,1.09375,1271.013,6.698844917,"Middle East & North Africa","High income"
"1077","Myanmar",2007,49171586,653520,119840,50.03948,75.24113,0.261834894,"East Asia & Pacific","Lower middle income"
"1078","Mauritania",2007,3312665,1030700,396610,0.2493451,3.213995,0.556802755,"Sub-Saharan Africa","Lower middle income"
"1079","Mauritius",2007,1239630,2030,920,18.85714,610.6552,2.97588958,"Sub-Saharan Africa","Upper middle income"
"1080","Netherlands",2007,16381696,33760,19144,10.9064,485.2398,10.468447345,"Europe & Central Asia","High income"
"1081","Nepal",2007,26214847,143350,41660,25.36449,182.873,0.099736268,"South Asia","Low income"
"1082","New Zealand",2007,4223800,263310,114870,38.62444,16.04117,7.963774563,"East Asia & Pacific","High income"
"1083","Pakistan",2007,160332974,770880,360130,2.355749,207.9869,0.991029936,"South Asia","Lower middle income"
"1084","Panama",2007,3453807,74340,22318,63.87947,46.4596,2.084170019,"Latin America & Caribbean","Upper middle income"
"1085","Portugal",2007,10542964,91470,36609.2,35.78441,115.2614,5.705207852,"Europe & Central Asia","High income"
"1086","Romania",2007,20882982,229890,136300,28.01601,90.83902,4.866509869,"Europe & Central Asia","Upper middle income"
"1087","Saudi Arabia",2007,25252569,2149690,1736750,0.4544841,11.74707,15.355978871,"Middle East & North Africa","High income"
"1088","Sudan",2007,32282526,2376000,1366150,11.68445,17.86762,0.332724015,"Sub-Saharan Africa","Lower middle income"
"1089","Singapore",2007,4588599,695,8,23.52518,6602.301,4.342606098,"East Asia & Pacific","High income"
"1090","Sierra Leone",2007,6015417,72180,36237.2,38.58132,83.33911,0.106680052,"Sub-Saharan Africa","Low income"
"1091","Sweden",2007,9148092,410340,31370,68.62602,22.29393,5.253521937,"Europe & Central Asia","High income"
"1092","Thailand",2007,66195615,510890,198000,31.63029,129.5692,3.856809458,"East Asia & Pacific","Upper middle income"
"1093","Tanzania",2007,41923715,885800,356500,55.4527,47.32865,0.140649177,"Sub-Saharan Africa","Low income"
"1094","Uganda",2007,30590487,199810,136635,15.80802,153.0979,0.094460608,"Sub-Saharan Africa","Low income"
"1095","United States",2007,301231207,9161920,4128576,33.43646,32.87861,19.237460447,"North America","High income"
"1096","Samoa",2007,182286,2830,385,60.42403,64.41201,1.025953721,"East Asia & Pacific","Upper middle income"
"1097","Yemen, Rep.",2007,21751605,527970,236270,1.039832,41.19856,0.964139106,"Middle East & North Africa","Lower middle income"
"1098","South Africa",2007,48883845,1213090,968900,7.617737,40.29696,9.562180657,"Sub-Saharan Africa","Upper middle income"
"1099","Afghanistan",2008,27294031,652860,379100,2.067825,41.80687,0.154504478,"South Asia","Low income"
"1100","Argentina",2008,40382389,2736690,1442610,10.68152,14.75592,4.682912395,"Latin America & Caribbean","Upper middle income"
"1101","Australia",2008,21249200,7682300,4172880,16.26896,2.765995,18.160875656,"East Asia & Pacific","High income"
"1102","Austria",2008,8321496,82578,28094,46.70009,100.7713,8.286723325,"Europe & Central Asia","High income"
"1103","Bulgaria",2008,7492561,108610,51010,34.09078,68.98592,6.772087541,"Europe & Central Asia","Upper middle income"
"1104","Brunei Darussalam",2008,379252,5270,114,72.78937,71.96433,24.046884393,"East Asia & Pacific","High income"
"1105","Central African Republic",2008,4345386,622980,52100,35.7623,6.975161,0.058227969,"Sub-Saharan Africa","Low income"
"1106","Canada",2008,33245773,9093510,646108,38.20435,3.655989,16.215164256,"North America","High income"
"1107","China",2008,1324655000,9388210.8,5145490,21.04594,141.0977,5.417002118,"East Asia & Pacific","Upper middle income"
"1108","Congo, Dem. Rep.",2008,60373608,2267050,257000,68.26396,26.63091,0.030308492,"Sub-Saharan Africa","Low income"
"1109","Cabo Verde",2008,491723,4030,780,20.96526,122.0156,0.626425854,"Sub-Saharan Africa","Lower middle income"
"1110","Costa Rica",2008,4429508,51060,17930,50.12534,86.75104,1.835359367,"Latin America & Caribbean","Upper middle income"
"1111","Cuba",2008,11309754,106440,65670,26.66291,106.2547,2.691785692,"Latin America & Caribbean","Upper middle income"
"1112","Cyprus",2008,1081563,9240,1156,18.70671,117.0523,7.930294398,"Europe & Central Asia","High income"
"1113","Algeria",2008,34860715,2381740,413090,0.7411388,14.63666,3.164011209,"Middle East & North Africa","Upper middle income"
"1114","Egypt, Arab Rep.",2008,80953881,995450,35420,0.06911447,81.3239,2.453080477,"Middle East & North Africa","Lower middle income"
"1115","Spain",2008,45954106,498800,281420,35.80826,92.12932,7.165531607,"Europe & Central Asia","High income"
"1116","Ethiopia",2008,83184892,1e+06,345130,12.5776,83.18489,0.079084048,"Sub-Saharan Africa","Low income"
"1117","Finland",2008,5313399,303900,22964,73.01086,17.48404,10.637159189,"Europe & Central Asia","High income"
"1118","Fiji",2008,843340,18270,4280,54.44116,46.15982,0.595701615,"East Asia & Pacific","Upper middle income"
"1119","France",2008,64374990,547557,291101,29.58377,117.5677,5.686513909,"Europe & Central Asia","High income"
"1120","Gambia, The",2008,1588572,10120,5520,47.0751,156.9735,0.258536598,"Sub-Saharan Africa","Low income"
"1121","Greece",2008,11077841,128900,82140,29.81071,85.94136,8.662824281,"Europe & Central Asia","High income"
"1122","Haiti",2008,9705029,27560,17700,3.722787,352.1418,0.247110854,"Latin America & Caribbean","Low income"
"1123","Indonesia",2008,236159276,1811570,540000,52.88341,130.3617,1.763895139,"East Asia & Pacific","Lower middle income"
"1124","India",2008,1197146906,2973190,1797570,23.19314,402.6473,1.310097833,"South Asia","Lower middle income"
"1125","Ireland",2008,4489544,68890,42001,10.35448,65.16975,9.577641293,"Europe & Central Asia","High income"
"1126","Iran, Islamic Rep.",2008,72845542,1628760,466850,6.564491,44.72454,7.988760191,"Middle East & North Africa","Upper middle income"
"1127","Iraq",2008,29111417,437370,81900,1.886275,66.56016,3.19974579,"Middle East & North Africa","Upper middle income"
"1128","Italy",2008,58826731,294140,144572,30.32706,199.9957,7.60176497,"Europe & Central Asia","High income"
"1129","Japan",2008,128063000,364500,46280,68.45981,351.3388,9.449533972,"East Asia & Pacific","High income"
"1130","Kenya",2008,39148416,569140,270850,7.303651,68.78521,0.261618018,"Sub-Saharan Africa","Lower middle income"
"1131","Korea, Rep.",2008,49054708,97030,18170,64.26054,505.5623,10.347422861,"East Asia & Pacific","High income"
"1132","Lebanon",2008,4111047,10230,6630,13.36657,401.8619,4.191446364,"Middle East & North Africa","Upper middle income"
"1133","Liberia",2008,3662993,96320,26300,45.56686,38.02941,0.154168463,"Sub-Saharan Africa","Low income"
"1134","Libya",2008,6053078,1759540,153850,0.1233277,3.440148,9.162232504,"Middle East & North Africa","Upper middle income"
"1135","Sri Lanka",2008,19817000,62710,25950,33.631,316.0102,0.616008629,"South Asia","Lower middle income"
"1136","Mali",2008,14138216,1220190,405510,4.31736,11.5869,0.075735439,"Sub-Saharan Africa","Low income"
"1137","Malta",2008,409379,320,93,1.09375,1279.309,6.252313871,"Middle East & North Africa","High income"
"1138","Myanmar",2008,49479752,653310,122770,49.58167,75.73702,0.198099033,"East Asia & Pacific","Lower middle income"
"1139","Mauritania",2008,3407541,1030700,396610,0.244494,3.306045,0.568203288,"Sub-Saharan Africa","Lower middle income"
"1140","Mauritius",2008,1244121,2030,910,18.87685,612.8675,3.029991456,"Sub-Saharan Africa","Upper middle income"
"1141","Netherlands",2008,16445593,33760,19293,10.95379,487.1325,10.541492301,"Europe & Central Asia","High income"
"1142","Nepal",2008,26475859,143350,41520,25.36449,184.6938,0.129223796,"South Asia","Low income"
"1143","New Zealand",2008,4259800,263310,113740,38.60013,16.17789,8.029041035,"East Asia & Pacific","High income"
"1144","Pakistan",2008,163644603,770880,353130,2.299969,212.2828,0.972050346,"South Asia","Lower middle income"
"1145","Panama",2008,3516268,74340,22292,63.65617,47.29981,2.097205617,"Latin America & Caribbean","Upper middle income"
"1146","Portugal",2008,10558177,91470,37258.6,35.65978,115.4278,5.268402206,"Europe & Central Asia","High income"
"1147","Romania",2008,20537875,229900,136340,28.12266,89.33395,4.657964663,"Europe & Central Asia","Upper middle income"
"1148","Saudi Arabia",2008,25940770,2149690,1735720,0.4544841,12.06721,16.582999271,"Middle East & North Africa","High income"
"1149","Sudan",2008,32955496,2376000,1366980,11.61104,18.38331,0.341440489,"Sub-Saharan Africa","Lower middle income"
"1150","Singapore",2008,4839396,700,7,23.35714,6913.423,7.466761968,"East Asia & Pacific","High income"
"1151","Sierra Leone",2008,6165372,72180,37122.3,38.30978,85.41663,0.107654007,"Sub-Saharan Africa","Low income"
"1152","Sweden",2008,9219637,410340,30930,68.55534,22.46829,5.328098275,"Europe & Central Asia","High income"
"1153","Thailand",2008,66545760,510890,200500,31.68862,130.2546,3.83734259,"East Asia & Pacific","Upper middle income"
"1154","Tanzania",2008,43270144,885800,369744,55.00113,48.84866,0.141950648,"Sub-Saharan Africa","Low income"
"1155","Uganda",2008,31663896,199810,139142.5,15.13137,158.47,0.100754816,"Sub-Saharan Africa","Low income"
"1156","United States",2008,304093966,9147420,4133126,33.57611,33.24369,18.489233752,"North America","High income"
"1157","Samoa",2008,183526,2830,370,60.42403,64.85018,1.039002648,"East Asia & Pacific","Upper middle income"
"1158","Yemen, Rep.",2008,22356391,527970,235170,1.039832,42.34406,0.999238383,"Middle East & North Africa","Lower middle income"
"1159","South Africa",2008,49557573,1213090,971080,7.617737,40.85235,10.040716926,"Sub-Saharan Africa","Upper middle income"
"1160","Afghanistan",2009,28004331,652860,379100,2.067825,42.89485,0.24198457,"South Asia","Low income"
"1161","Argentina",2009,40799407,2736690,1437920,10.56532,14.9083,4.410889894,"Latin America & Caribbean","Upper middle income"
"1162","Australia",2009,21691700,7682300,4090290,16.15363,2.823594,18.200181959,"East Asia & Pacific","High income"
"1163","Austria",2009,8343323,82578,27950,46.72189,101.0357,7.555670205,"Europe & Central Asia","High income"
"1164","Bulgaria",2009,7444443,108560,50300,34.26492,68.57446,5.731193724,"Europe & Central Asia","Upper middle income"
"1165","Brunei Darussalam",2009,383772,5270,134,72.44782,72.82201,20.486247043,"East Asia & Pacific","High income"
"1166","Central African Republic",2009,4404230,622980,52300,35.73726,7.069617,0.057449997,"Sub-Saharan Africa","Low income"
"1167","Canada",2009,33628571,9093510,639402,38.19832,3.698085,14.837314645,"North America","High income"
"1168","China",2009,1331260000,9388211,5145530,21.20713,141.8012,5.722912037,"East Asia & Pacific","Upper middle income"
"1169","Congo, Dem. Rep.",2009,62409435,2267050,257450,68.1266,27.52892,0.027557099,"Sub-Saharan Africa","Low income"
"1170","Cabo Verde",2009,496963,4030,780,21.0397,123.3159,0.664093705,"Sub-Saharan Africa","Lower middle income"
"1171","Costa Rica",2009,4488263,51060,18160,50.57188,87.90174,1.760677795,"Latin America & Caribbean","Upper middle income"
"1172","Cuba",2009,11318602,106440,65138,27.10447,106.3379,2.641408453,"Latin America & Caribbean","Upper middle income"
"1173","Cyprus",2009,1098076,9240,1276,18.70563,118.8394,7.386924038,"Europe & Central Asia","High income"
"1174","Algeria",2009,35465760,2381740,413800,0.7732162,14.89069,3.423941994,"Middle East & North Africa","Upper middle income"
"1175","Egypt, Arab Rep.",2009,82465022,995450,36890,0.06971721,82.84195,2.50693511,"Middle East & North Africa","Lower middle income"
"1176","Spain",2009,46362946,498660,279700,36.20539,92.97507,6.216973378,"Europe & Central Asia","High income"
"1177","Ethiopia",2009,85416253,1e+06,349850,12.4368,85.41625,0.077619139,"Sub-Saharan Africa","Low income"
"1178","Finland",2009,5338871,303900,22965,73.06022,17.56785,9.955194272,"Europe & Central Asia","High income"
"1179","Fiji",2009,851967,18270,4276,54.39354,46.63202,1.25250978,"East Asia & Pacific","Upper middle income"
"1180","France",2009,64707044,547557,290199,29.78941,118.1741,5.434219758,"Europe & Central Asia","High income"
"1181","Gambia, The",2009,1639560,10120,6030,47.25296,162.0119,0.266152504,"Sub-Saharan Africa","Low income"
"1182","Greece",2009,11107017,128900,81860,30.045,86.1677,8.277892345,"Europe & Central Asia","High income"
"1183","Haiti",2009,9852870,27560,17963.3,3.693759,357.5062,0.230376834,"Latin America & Caribbean","Low income"
"1184","Indonesia",2009,239340478,1811570,556000,52.50529,132.1177,1.865165403,"East Asia & Pacific","Lower middle income"
"1185","India",2009,1214270132,2973190,1800680,23.33312,408.4065,1.431844254,"South Asia","Lower middle income"
"1186","Ireland",2009,4535375,68890,41890,10.4439,65.83503,8.902756001,"Europe & Central Asia","High income"
"1187","Iran, Islamic Rep.",2009,73687565,1628760,466862,6.564491,45.24151,8.026213039,"Middle East & North Africa","Upper middle income"
"1188","Iraq",2009,29894652,434320,78500,1.899521,68.83094,3.497152936,"Middle East & North Africa","Upper middle income"
"1189","Italy",2009,59095365,294140,139824,30.50996,200.909,6.795651486,"Europe & Central Asia","High income"
"1190","Japan",2009,128047000,364500,46090,68.47682,351.2949,8.619441767,"East Asia & Pacific","High income"
"1191","Kenya",2009,40237204,569140,272850,7.367959,70.69825,0.306941208,"Sub-Saharan Africa","Lower middle income"
"1192","Korea, Rep.",2009,49307835,97100,17950,64.14624,507.8047,10.320109492,"East Asia & Pacific","High income"
"1193","Lebanon",2009,4183156,10230,6630,13.37439,408.9107,4.991422266,"Middle East & North Africa","Upper middle income"
"1194","Liberia",2009,3811528,96320,26500,45.2554,39.57151,0.13565347,"Sub-Saharan Africa","Low income"
"1195","Libya",2009,6121053,1759540,153850,0.1233277,3.47878,9.583481633,"Middle East & North Africa","Upper middle income"
"1196","Sri Lanka",2009,19968000,62710,25100,33.58316,318.4181,0.659832282,"South Asia","Lower middle income"
"1197","Mali",2009,14606597,1220190,410454,4.252616,11.97076,0.055231208,"Sub-Saharan Africa","Low income"
"1198","Malta",2009,412477,320,93,1.09375,1288.991,5.814186003,"Middle East & North Africa","High income"
"1199","Myanmar",2009,49800690,653300,124410,49.10853,76.22944,0.205437515,"East Asia & Pacific","Lower middle income"
"1200","Mauritania",2009,3506288,1030700,396510,0.239643,3.401851,0.605538678,"Sub-Saharan Africa","Lower middle income"
"1201","Mauritius",2009,1247429,2030,910,18.89655,614.497,2.963163435,"Sub-Saharan Africa","Upper middle income"
"1202","Netherlands",2009,16530388,33730,19174,11.01097,490.0797,10.234971254,"Europe & Central Asia","High income"
"1203","Nepal",2009,26741103,143350,41400,25.36449,186.5441,0.162087331,"South Asia","Low income"
"1204","New Zealand",2009,4302600,263310,114900,38.57582,16.34044,7.527296054,"East Asia & Pacific","High income"
"1205","Pakistan",2009,167049580,770880,352770,2.244188,216.6998,0.950832112,"South Asia","Lower middle income"
"1206","Panama",2009,3579385,74340,22316,63.43288,48.14884,2.402400133,"Latin America & Caribbean","Upper middle income"
"1207","Portugal",2009,10568247,91590,36955.8,35.48859,115.3865,5.126323978,"Europe & Central Asia","High income"
"1208","Romania",2009,20367487,230060,136210,28.2109,88.5312,3.994768525,"Europe & Central Asia","Upper middle income"
"1209","Saudi Arabia",2009,26661492,2149690,1734350,0.4544841,12.40248,17.582184748,"Middle East & North Africa","High income"
"1210","Sudan",2009,33650619,2376000,1023158,11.53764,18.90592,0.346451108,"Sub-Saharan Africa","Lower middle income"
"1211","Singapore",2009,4987573,700,7,23.35714,7125.104,7.422119937,"East Asia & Pacific","High income"
"1212","Sierra Leone",2009,6310260,72180,38009.7,38.03824,87.42394,0.103438844,"Sub-Saharan Africa","Low income"
"1213","Sweden",2009,9298515,410340,30790,68.48467,22.66051,4.63141136,"Europe & Central Asia","High income"
"1214","Thailand",2009,66881867,510890,208790,31.74695,130.9125,4.04323713,"East Asia & Pacific","Upper middle income"
"1215","Tanzania",2009,44664231,885800,373000,54.54956,50.42248,0.132511808,"Sub-Saharan Africa","Low income"
"1216","Uganda",2009,32771895,199810,141150,14.45473,164.0153,0.103166875,"Sub-Saharan Africa","Low income"
"1217","United States",2009,306771529,9147420,4099607,33.66276,33.5364,17.192367144,"North America","High income"
"1218","Samoa",2009,184826,2830,349,60.42403,65.30954,1.071375239,"East Asia & Pacific","Upper middle income"
"1219","Yemen, Rep.",2009,22974929,527970,234520,1.039832,43.5156,1.069059495,"Middle East & North Africa","Lower middle income"
"1220","South Africa",2009,50255813,1213090,969880,7.617737,41.42793,10.014020585,"Sub-Saharan Africa","Upper middle income"
"1221","Afghanistan",2010,28803167,652860,379100,2.067825,44.11844,0.294091618,"South Asia","Low income"
"1222","Argentina",2010,41223889,2736690,1474810,10.44912,15.06341,4.558499612,"Latin America & Caribbean","Upper middle income"
"1223","Australia",2010,22031750,7682300,3985800,16.0383,2.867859,16.920953669,"East Asia & Pacific","High income"
"1224","Austria",2010,8363404,82571,27792,46.74765,101.2874,8.110593007,"Europe & Central Asia","High income"
"1225","Bulgaria",2010,7395599,108560,50520,34.42336,68.12453,5.965396042,"Europe & Central Asia","Upper middle income"
"1226","Brunei Darussalam",2010,388662,5270,134,72.10626,73.74991,21.105945526,"East Asia & Pacific","High income"
"1227","Central African Republic",2010,4448525,622980,50800,35.71222,7.140719,0.059350908,"Sub-Saharan Africa","Low income"
"1228","Canada",2010,34005274,9093510,632686,38.19229,3.73951,14.48563861,"North America","High income"
"1229","China",2010,1337705000,9388211,5145500,21.36832,142.4877,6.554417958,"East Asia & Pacific","Upper middle income"
"1230","Congo, Dem. Rep.",2010,64523263,2267050,257650,67.98924,28.46133,0.030859893,"Sub-Saharan Africa","Low income"
"1231","Cabo Verde",2010,502384,4030,780,21.11414,124.661,0.956194863,"Sub-Saharan Africa","Lower middle income"
"1232","Costa Rica",2010,4545280,51060,18190,51.01841,89.01841,1.665175303,"Latin America & Caribbean","Upper middle income"
"1233","Cuba",2010,11333051,106440,64612,27.54604,106.4736,3.386127443,"Latin America & Caribbean","Upper middle income"
"1234","Cyprus",2010,1112607,9240,1145,18.70563,120.412,6.927903563,"Europe & Central Asia","High income"
"1235","Algeria",2010,36117637,2381740,413740,0.8052936,15.16439,3.299703688,"Middle East & North Africa","Upper middle income"
"1236","Egypt, Arab Rep.",2010,84107606,995450,36710,0.07031996,84.49204,2.41019138,"Middle East & North Africa","Lower middle income"
"1237","Spain",2010,46576897,500010,275450,36.49367,93.15193,5.816416366,"Europe & Central Asia","High income"
"1238","Ethiopia",2010,87702670,1e+06,356830,12.296,87.70267,0.07509386,"Sub-Saharan Africa","Low income"
"1239","Finland",2010,5363352,303900,22919,73.10958,17.64841,11.543147084,"Europe & Central Asia","High income"
"1240","Fiji",2010,859950,18270,4250,54.34592,47.06897,1.859191813,"East Asia & Pacific","Upper middle income"
"1241","France",2010,65027512,547557,289263,29.99505,118.7593,5.424920255,"Europe & Central Asia","High income"
"1242","Gambia, The",2010,1692149,10120,6150,47.43083,167.2084,0.279551623,"Sub-Saharan Africa","Low income"
"1243","Greece",2010,11121341,128900,81940,30.27929,86.27883,7.507211226,"Europe & Central Asia","High income"
"1244","Haiti",2010,9999617,27560,18700,3.664731,362.8308,0.212694146,"Latin America & Caribbean","Low income"
"1245","Indonesia",2010,242524123,1811570,556000,52.12716,133.8751,1.767907879,"East Asia & Pacific","Lower middle income"
"1246","India",2010,1230980691,2973190,1795730,23.4731,414.0269,1.397008906,"South Asia","Lower middle income"
"1247","Ireland",2010,4560155,68890,45680,10.53317,66.19473,8.82462504,"Europe & Central Asia","High income"
"1248","Iran, Islamic Rep.",2010,74567511,1628760,465394,6.564491,45.78177,8.116354427,"Middle East & North Africa","Upper middle income"
"1249","Iraq",2010,30762701,434320,82200,1.899521,70.82957,3.647128775,"Middle East & North Africa","Upper middle income"
"1250","Italy",2010,59277417,294140,143278,30.69287,201.5279,6.83837457,"Europe & Central Asia","High income"
"1251","Japan",2010,128070000,364550,45930,68.48443,351.3098,9.150005372,"East Asia & Pacific","High income"
"1252","Kenya",2010,41350152,569140,273200,7.432266,72.65374,0.294423102,"Sub-Saharan Africa","Lower middle income"
"1253","Korea, Rep.",2010,49554112,97230,17730,63.99259,509.6587,11.436316627,"East Asia & Pacific","High income"
"1254","Lebanon",2010,4337141,10230,6400,13.38221,423.963,4.623973027,"Middle East & North Africa","Upper middle income"
"1255","Liberia",2010,3948125,96320,26600,44.94394,40.98967,0.201548583,"Sub-Saharan Africa","Low income"
"1256","Libya",2010,6169140,1759540,153510,0.1233277,3.50611,9.944483348,"Middle East & North Africa","Upper middle income"
"1257","Sri Lanka",2010,20119000,62710,26200,33.53532,320.826,0.680397187,"South Asia","Lower middle income"
