"","Country.Name","Year","Population","Population.Density","CO2Emission","Total.Land","Agriculture.Land","Forest.Area","Region","IncomeGroup"
"312","Germany",1961,73377632,210.1728,NA,349130,193750,NA,"Europe & Central Asia","High income"
"313","Djibouti",1961,88498,3.81786,0.497231576,23180,13010,NA,NA,NA
"314","Dominica",1961,61032,81.376,0.180249705,750,170,NA,NA,NA
"315","Denmark",1961,4611687,108.8432,6.881260155,42370,31600,NA,NA,NA
"316","Dominican Republic",1961,3406299,70.50919,0.302506327,48310,21900,NA,NA,NA
"317","Algeria",1961,11404859,4.788457,0.531809994,2381740,454710,NA,"Middle East & North Africa","Upper middle income"
"318","East Asia & Pacific (excluding high income)",1961,895308163,56.20748,0.695941926,15928630,5695268,NA,NA,NA
"319","Early-demographic dividend",1961,1002452948,30.15247,0.604372469,33246133,11599250,NA,NA,NA
"320","East Asia & Pacific",1961,1045307974,42.83651,0.996038239,24402270,10573658,NA,NA,NA
"321","Europe & Central Asia (excluding high income)",1961,283416986,12.48802,NA,22695114,580230,NA,NA,NA
"322","Europe & Central Asia",1961,674972972,24.67143,NA,27358487,2531219,NA,NA,NA
"323","Ecuador",1961,4676859,16.89373,0.352048886,276840,47100,NA,NA,NA
"324","Egypt, Arab Rep.",1961,27744712,27.87153,0.615909078,995450,25680,NA,"Middle East & North Africa","Lower middle income"
"325","Euro area",1961,267825309,101.2238,NA,2645872,1353091,NA,NA,NA
"326","Spain",1961,30739250,61.50556,1.74622172,499780,332300,NA,"Europe & Central Asia","High income"
"327","Estonia",1961,1225077,28.90014,NA,NA,NA,NA,"Europe & Central Asia","High income"
"328","Ethiopia",1961,22671190,20.59145,0.015042483,1101000,578360,NA,"Sub-Saharan Africa","Low income"
"329","European Union",1961,413007006,98.07832,5.924028826,4210992,2101851,NA,NA,NA
"330","Fragile and conflict affected situations",1961,121177039,8.23032,0.2694676,14723248,4466160,NA,NA,NA
"331","Finland",1961,4461005,14.64593,3.348877215,304590,27657,NA,"Europe & Central Asia","High income"
"332","Fiji",1961,407156,22.2855,0.414293293,18270,2270,NA,"East Asia & Pacific","Upper middle income"
"333","France",1961,47444751,86.64663,5.927130464,547566,345390,NA,"Europe & Central Asia","High income"
"334","Faroe Islands",1961,35115,25.15401,3.237277517,1396,30,NA,NA,NA
"335","Micronesia, Fed. Sts.",1961,45955,NA,NA,NA,NA,NA,"East Asia & Pacific","Lower middle income"
"336","Gabon",1961,504167,1.956638,0.327302263,257670,51950,NA,NA,NA
"337","United Kingdom",1961,52800000,218.2449,11.15413892,241930,198000,NA,NA,NA
"338","Georgia",1961,3703600,64.79583,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"339","Ghana",1961,6866539,30.17728,0.195992333,227540,117000,NA,NA,NA
"340","Gibraltar",1961,23786,2378.6,2.158328428,NA,NA,NA,NA,NA
"341","Guinea",1961,3633652,14.78777,0.169541827,245720,146200,NA,NA,NA
"342","Gambia, The",1961,376737,37.22698,0.058401484,10120,5240,NA,"Sub-Saharan Africa","Low income"
"343","Guinea-Bissau",1961,623415,22.16981,0.047056936,28120,13580,NA,NA,NA
"344","Equatorial Guinea",1961,258947,9.231622,0.084967194,28050,3140,NA,NA,NA
"345","Greece",1961,8398050,65.15167,1.169782628,128900,89100,NA,"Europe & Central Asia","High income"
"346","Grenada",1961,91260,268.4118,0.200909489,340,220,NA,NA,NA
"347","Greenland",1961,33700,0.09862452,8.70504451,341700,2350,NA,NA,NA
"348","Guatemala",1961,4336143,40.46419,0.324742058,107160,26460,NA,NA,NA
"349","Guam",1961,68072,126.0593,NA,540,160,NA,NA,NA
"350","Guyana",1961,589274,2.995648,1.250805228,196710,13590,NA,NA,NA
"351","High income",1961,765954945,21.92763,7.609810125,34931047.4,13189480,NA,NA,NA
"352","Hong Kong SAR, China",1961,3168100,3105.98,1.064878003,1020,140,NA,"East Asia & Pacific","High income"
"353","Honduras",1961,2096407,18.73632,0.351585832,111890,29800,NA,NA,NA
"354","Heavily indebted poor countries (HIPC)",1961,166348536,8.4208,0.125925561,19754481,6989240,NA,NA,NA
"355","Croatia",1961,4171672,74.61406,NA,NA,NA,NA,NA,NA
"356","Haiti",1961,3943364,143.0829,0.075323252,27560,16600,NA,"Latin America & Caribbean","Low income"
"357","Hungary",1961,10029321,111.3874,4.883326797,90040,70830,NA,NA,NA
"358","IBRD only",1961,1939836298,27.92757,1.173321409,69459539,16037698,NA,NA,NA
"359","IDA & IBRD total",1961,2331635822,24.34173,1.013890768,95787600,26106233.1,NA,NA,NA
"360","IDA total",1961,391799524,14.88144,0.215972781,26328061,10068535.1,NA,NA,NA
"361","IDA blend",1961,126145959,21.24553,0.368169444,5937530,2846805.1,NA,NA,NA
"362","Indonesia",1961,90138235,49.75697,0.288719865,1811570,386000,NA,"East Asia & Pacific","Lower middle income"
"363","IDA only",1961,265653565,13.02828,0.131554891,20390531,7221730,NA,NA,NA
"364","Isle of Man",1961,48281,84.70351,NA,570,325,NA,"Europe & Central Asia","High income"
"365","India",1961,458494963,154.2098,0.284413565,2973190,1749520,NA,"South Asia","Lower middle income"
"366","Ireland",1961,2824400,40.99869,4.377964877,68890,56400,NA,"Europe & Central Asia","High income"
"367","Iran, Islamic Rep.",1961,22480418,13.80217,1.625488236,1628760,592710,NA,"Middle East & North Africa","Upper middle income"
"368","Iraq",1961,7475352,17.0916,1.166517108,437370,88000,NA,"Middle East & North Africa","Upper middle income"
"369","Iceland",1961,179029,1.785825,6.103849097,100250,21200,NA,NA,NA
"370","Israel",1961,2185000,100.9704,3.235686957,21640,5110,NA,NA,NA
"371","Italy",1961,50536350,171.8281,2.46455581,294110,206830,NA,"Europe & Central Asia","High income"
"372","Jamaica",1961,1650806,152.429,1.290598047,10830,5330,NA,NA,NA
"373","Jordan",1961,973083,11.02769,1.006172135,88240,10840,NA,NA,NA
"374","Japan",1961,94943000,258.9119,2.981979388,366700,71100,NA,"East Asia & Pacific","High income"
"375","Kazakhstan",1961,10129861,3.752217,NA,NA,NA,NA,NA,NA
"376","Kenya",1961,8361441,14.69136,0.287257304,569140,252000,NA,"Sub-Saharan Africa","Lower middle income"
"377","Kyrgyz Republic",1961,2255900,11.76173,NA,NA,NA,NA,NA,NA
"378","Cambodia",1961,5873015,33.2711,0.048701732,176520,35180,NA,NA,NA
"379","Kiribati",1961,42257,52.16914,NA,810,390,NA,"East Asia & Pacific","Lower middle income"
"380","St. Kitts and Nevis",1961,51193,146.2657,0.429785322,350,200,NA,NA,NA
"381","Korea, Rep.",1961,25765673,267.1125,0.561314583,96460,21130,NA,"East Asia & Pacific","High income"
"382","Latin America & Caribbean (excluding high income)",1961,212141158,11.09228,1.269510752,19125120,5308020,NA,NA,NA
"383","Lao PDR",1961,2170343,9.403566,0.052377435,230800,15500,NA,NA,NA
"384","Lebanon",1961,1864605,182.2683,1.439577819,10230,5620,NA,"Middle East & North Africa","Upper middle income"
"385","Liberia",1961,1144986,11.88731,0.140917007,96320,25830,NA,"Sub-Saharan Africa","Low income"
"386","Libya",1961,1498071,0.8513992,0.797987545,1759540,111700,NA,"Middle East & North Africa","Upper middle income"
"387","St. Lucia",1961,90914,149.0393,0.20167411,610,170,NA,NA,NA
"388","Latin America & Caribbean",1961,226564269,11.28797,1.314345682,20071304.4,5613377,NA,NA,NA
"389","Least developed countries: UN classification",1961,246665417,12.24307,0.096821307,20147344,7293950,NA,NA,NA
"390","Low income",1961,158069258,11.81234,NA,13381701,4648970,NA,NA,NA
"391","Liechtenstein",1961,16894,105.5875,NA,160,90,NA,"Europe & Central Asia","High income"
"392","Sri Lanka",1961,10168000,162.1432,0.229728462,62710,17230,NA,"South Asia","Lower middle income"
"393","Lower middle income",1961,977153221,42.1564,0.393727064,23179240,9007155.1,NA,NA,NA
"394","Low & middle income",1961,2304984050,24.33099,0.904186338,94734478,25667280.1,NA,NA,NA
"395","Lesotho",1961,866462,28.53959,NA,30360,25810,NA,"Sub-Saharan Africa","Lower middle income"
"396","Late-demographic dividend",1961,1101437594,24.71803,1.477316758,44560095,8114925,NA,NA,NA
"397","Lithuania",1961,2823550,45.04706,NA,NA,NA,NA,"Europe & Central Asia","High income"
"398","Luxembourg",1961,316845,NA,36.583777557,NA,NA,NA,"Europe & Central Asia","High income"
"399","Latvia",1961,2152681,34.61125,NA,NA,NA,NA,"Europe & Central Asia","High income"
"400","Macao SAR, China",1961,170465,8523.25,0.408723198,NA,NA,NA,"East Asia & Pacific","High income"
"401","St. Martin (French part)",1961,4453,81.85662,NA,NA,NA,NA,NA,NA
"402","Morocco",1961,12710547,28.47728,0.297155583,446340,233700,NA,NA,NA
"403","Monaco",1961,22808,11404,NA,NA,NA,NA,NA,NA
"404","Moldova",1961,2605000,90.74442,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"405","Madagascar",1961,5223568,8.982302,0.068095026,581540,351450,NA,NA,NA
"406","Maldives",1961,92350,307.8333,NA,300,50,NA,NA,NA
"407","Middle East & North Africa",1961,108374227,9.642822,0.991918848,11238850,2890240,NA,NA,NA
"408","Mexico",1961,39394126,20.26499,1.657749762,1943950,983160,NA,NA,NA
"409","Marshall Islands",1961,15051,NA,NA,NA,NA,NA,"East Asia & Pacific","Upper middle income"
"410","Middle income",1961,2151091139,26.42335,0.955687896,81408707,21018313.1,NA,NA,NA
"411","Macedonia, FYR",1961,1507654,59.28643,NA,NA,NA,NA,NA,NA
"412","Mali",1961,5322266,4.361834,0.022047752,1220190,316980,NA,"Sub-Saharan Africa","Low income"
"413","Malta",1961,325250,1016.406,0.901952344,320,180,NA,"Middle East & North Africa","High income"
"414","Myanmar",1961,21438025,32.80293,0.120933202,653540,104300,NA,"East Asia & Pacific","Lower middle income"
"415","Middle East & North Africa (excluding high income)",1961,100458479,11.62179,0.842547225,8643980,2008890,NA,NA,NA
"416","Montenegro",1961,491140,36.51599,NA,NA,NA,NA,"Europe & Central Asia","Upper middle income"
"417","Mongolia",1961,982178,0.6322112,1.418744871,1553560,1406830,NA,NA,NA
"418","Northern Mariana Islands",1961,10302,NA,NA,NA,NA,NA,NA,NA
"419","Mozambique",1961,7541325,9.589925,0.349130425,786380,466490,NA,NA,NA
"420","Mauritania",1961,883221,0.8569137,0.053974034,1030700,395220,NA,"Sub-Saharan Africa","Lower middle income"
"421","Mauritius",1961,680757,335.3483,0.274719173,2030,990,NA,"Sub-Saharan Africa","Upper middle income"
"422","Malawi",1961,3700023,39.24505,NA,94280,32000,NA,"Sub-Saharan Africa","Low income"
"423","Malaysia",1961,8418460,25.62307,NA,328550,31185,NA,NA,NA
"424","North America",1961,202007500,11.06738,15.221533067,18252520,5173344,NA,NA,NA
"425","Namibia",1961,617277,0.7497686,NA,823290,386420,NA,"Sub-Saharan Africa","Upper middle income"
"426","New Caledonia",1961,81200,4.442013,10.928743842,18280,2610,NA,NA,NA
"427","Niger",1961,3486295,2.752266,0.015777494,1266700,315000,NA,NA,NA
"428","Nigeria",1961,46062905,50.57578,0.089320767,910770,531765.1,NA,NA,NA
"429","Nicaragua",1961,1830400,15.21024,0.306518247,120340,34300,NA,NA,NA
"430","Netherlands",1961,11638712,344.7486,6.520357665,33760,23140,NA,"Europe & Central Asia","High income"
"431","Norway",1961,3609800,9.883229,3.698694388,365245,10340,NA,NA,NA
"432","Nepal",1961,10221759,71.48083,0.007892379,143000,35530,NA,"South Asia","Low income"
"433","Nauru",1961,4675,233.75,NA,20,3,NA,NA,NA
"434","New Zealand",1961,2419700,9.189548,4.863166095,263310,157770,NA,"East Asia & Pacific","High income"
"435","OECD members",1961,801024442,23.29447,7.309569334,34386887,13470284,NA,NA,NA
"436","Oman",1961,564890,1.82517,NA,309500,10350,NA,"Middle East & North Africa","High income"
"437","Other small states",1961,9366201,4.593,0.759141821,2039234,809000,NA,NA,NA
"438","Pakistan",1961,45984892,59.65246,0.318735097,770880,357300,NA,"South Asia","Lower middle income"
"439","Panama",1961,1167035,15.69861,0.945787401,74340,16240,NA,"Latin America & Caribbean","Upper middle income"
"440","Peru",1961,10350242,8.086127,0.835064436,1280000,169560,NA,NA,NA
"441","Philippines",1961,27164617,91.07697,0.321145444,298260,77130,NA,NA,NA
"442","Palau",1961,9900,NA,5.185656566,NA,NA,NA,"East Asia & Pacific","High income"
"443","Papua New Guinea",1961,2051947,4.531085,0.098289576,452860,4950,NA,NA,NA
"444","Poland",1961,29964000,97.82886,6.922802563,306290,203220,NA,NA,NA
"445","Pre-demographic dividend",1961,192957526,9.615467,0.163192708,20067411,7334575.1,NA,NA,NA
"446","Puerto Rico",1961,2399722,270.5436,NA,8870,6160,NA,"Latin America & Caribbean","High income"
"447","Korea, Dem. People’s Rep.",1961,11665595,96.88228,NA,120410,23800,NA,NA,NA
"448","Portugal",1961,8929316,97.58815,1.018050319,91500,38750,NA,"Europe & Central Asia","High income"
"449","Paraguay",1961,1953328,4.916506,0.185853579,397300,104110,NA,NA,NA
"450","Pacific island small states",1961,894213,14.22547,0.387982221,62860,5113,NA,NA,NA
"451","Post-demographic dividend",1961,765517069,24.33865,7.77158747,31452729,11795144,NA,NA,NA
"452","French Polynesia",1961,80703,22.05,0.727011387,3660,440,NA,NA,NA
"453","Qatar",1961,51421,4.429027,3.137784174,11610,510,NA,NA,NA
"454","Romania",1961,18555250,80.55592,3.005891594,230340,146010,NA,"Europe & Central Asia","Upper middle income"
"455","Russian Federation",1961,121236000,7.396972,NA,NA,NA,NA,"Europe & Central Asia","Upper middle income"
"456","Rwanda",1961,2996096,121.4469,0.046509191,24670,13150,NA,NA,NA
"457","South Asia",1961,583950448,122.1696,0.257070604,4779833,2635040,NA,NA,NA
"458","Saudi Arabia",1961,4218879,1.962552,0.846589343,2149690,861700,NA,"Middle East & North Africa","High income"
"459","Sudan",1961,7769482,4.529039,0.128810196,2376000,1088400,NA,"Sub-Saharan Africa","Lower middle income"
"460","Senegal",1961,3295293,17.11574,0.247041462,192530,86470,NA,NA,NA
"461","Singapore",1961,1702400,2540.896,1.229944196,670,140,NA,"East Asia & Pacific","High income"
"462","Solomon Islands",1961,121396,4.33712,0.120827704,27990,550,NA,NA,NA
"463","Sierra Leone",1961,2329204,32.26938,0.12437425,72180,26120,NA,"Sub-Saharan Africa","Low income"
"464","El Salvador",1961,2843240,136.3664,0.205066403,20850,12520,NA,NA,NA
"465","San Marino",1961,15789,263.15,NA,60,10,NA,NA,NA
"466","Somalia",1961,2814096,4.485759,NA,627340,439050,NA,NA,NA
"467","Sub-Saharan Africa (excluding high income)",1961,233895063,9.903367,0.563613517,23617731,9439835.1,NA,NA,NA
"468","South Sudan",1961,3011110,NA,NA,NA,NA,NA,"Sub-Saharan Africa","Low income"
"469","Sub-Saharan Africa",1961,233937952,9.90499,0.563532932,23618191,9439885.1,NA,NA,NA
"470","Small states",1961,14538216,5.799294,1.233498025,2506894,836453,NA,NA,NA
"471","Sao Tome and Principe",1961,64551,67.24062,0.170423386,960,350,NA,NA,NA
"472","Suriname",1961,298188,1.911462,1.438820476,156000,410,NA,NA,NA
"473","Slovak Republic",1961,4191667,87.14484,NA,NA,NA,NA,"Europe & Central Asia","High income"
"474","Slovenia",1961,1594131,79.15248,NA,NA,NA,NA,"Europe & Central Asia","High income"
"475","Sweden",1961,7519998,18.32626,6.49624827,410340,42370,NA,"Europe & Central Asia","High income"
"476","Swaziland",1961,357453,20.78215,NA,17200,14680,NA,"Sub-Saharan Africa","Lower middle income"
"477","Seychelles",1961,42889,93.23696,NA,460,50,NA,NA,NA
"478","Syrian Arab Republic",1961,4721896,25.6932,0.649233274,183780,149410,NA,NA,NA
"479","Turks and Caicos Islands",1961,5763,6.066316,NA,950,10,NA,NA,NA
"480","Chad",1961,3060355,2.428853,0.016775178,1260000,479000,NA,NA,NA
"481","East Asia & Pacific (IDA & IBRD countries)",1961,883622082,55.89708,0.694738887,15808020,5671438,NA,NA,NA
"482","Europe & Central Asia (IDA & IBRD countries)",1961,313380986,13.62443,NA,23001404,783450,NA,NA,NA
"483","Togo",1961,1597526,29.37169,0.057385607,54390,30700,NA,NA,NA
"484","Thailand",1961,28224204,55.24517,0.146943985,510890,116530,NA,"East Asia & Pacific","Upper middle income"
"485","Tajikistan",1961,2159123,15.42671,NA,NA,NA,NA,NA,NA
"486","Turkmenistan",1961,1658362,3.528955,NA,NA,NA,NA,NA,NA
"487","Latin America & the Caribbean (IDA & IBRD countries)",1961,216285875,10.84564,1.296436126,19942192,5571190,NA,NA,NA
"488","Timor-Leste",1961,508845,34.21957,NA,14870,2300,NA,"East Asia & Pacific","Lower middle income"
"489","Middle East & North Africa (IDA & IBRD countries)",1961,100458479,11.62988,0.842079472,8637960,2005230,NA,NA,NA
"490","Tonga",1961,63745,88.53472,0.172578241,720,270,NA,NA,NA
"491","South Asia (IDA & IBRD)",1961,583950448,122.1696,0.257070604,4779833,2635040,NA,NA,NA
"492","Sub-Saharan Africa (IDA & IBRD countries)",1961,233937952,9.90499,0.563532932,23618191,9439885.1,NA,NA,NA
"493","Trinidad and Tobago",1961,865360,168.6862,5.31811616,5130,970,NA,NA,NA
"494","Tunisia",1961,4235937,27.2653,0.417261635,155360,86480,NA,NA,NA
"495","Turkey",1961,28146893,36.57198,0.616879632,769630,365170,NA,NA,NA
"496","Tuvalu",1961,6246,208.2,NA,30,20,NA,"East Asia & Pacific","Upper middle income"
"497","Tanzania",1961,10373398,11.71077,0.06787207,885800,260000,NA,"Sub-Saharan Africa","Low income"
"498","Uganda",1961,7006633,35.06648,0.058093095,199810,90180,NA,"Sub-Saharan Africa","Low income"
"499","Ukraine",1961,43203635,74.5726,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"500","Upper middle income",1961,1173937918,20.16055,1.420699283,58229467,12011158,NA,NA,NA
"501","Uruguay",1961,2571690,14.69369,1.602723501,175020,163540,NA,NA,NA
"502","United States",1961,183691000,20.05588,15.681255516,9158960,4475090,NA,"North America","High income"
"503","Uzbekistan",1961,8837349,20.77421,NA,NA,NA,NA,NA,NA
"504","St. Vincent and the Grenadines",1961,82142,210.6205,0.133926615,390,100,NA,NA,NA
"505","Venezuela, RB",1961,8461685,9.593203,6.136884911,882050,192320,NA,NA,NA
"506","British Virgin Islands",1961,8155,54.36667,NA,150,60,NA,NA,NA
"507","Virgin Islands (U.S.)",1961,34100,97.42857,NA,350,120,NA,NA,NA
"508","Vietnam",1961,35428000,108.8451,0.225435418,325490,62920,NA,NA,NA
"509","Vanuatu",1961,65713,5.39073,NA,12190,1050,NA,"East Asia & Pacific","Lower middle income"
"510","World",1961,3075115342,23.70553,3.06312518,129721455.4,38856763.1,NA,NA,NA
"511","Samoa",1961,112119,39.61802,0.163531605,2830,560,NA,"East Asia & Pacific","Upper middle income"
"512","Kosovo",1961,966000,88.72968,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"513","Yemen, Rep.",1961,5260501,9.963636,0.506778537,527970,233370,NA,"Middle East & North Africa","Lower middle income"
"514","South Africa",1961,17850045,14.71453,5.726257721,1213090,1013350,NA,"Sub-Saharan Africa","Upper middle income"
"515","Zambia",1961,3140264,4.224248,NA,743390,193070,NA,"Sub-Saharan Africa","Lower middle income"
"516","Zimbabwe",1961,3870756,10.00583,NA,386850,109850,NA,"Sub-Saharan Africa","Low income"
"517","Aruba",1962,56225,312.3611,NA,180,20,NA,"Latin America & Caribbean","High income"
"518","Afghanistan",1962,9345868,14.31527,0.073764791,652860,377600,NA,"South Asia","Low income"
"519","Angola",1962,5866061,4.705271,0.201289076,1246700,572000,NA,NA,NA
"520","Albania",1962,1711319,62.4569,1.439955964,27400,12320,NA,NA,NA
"521","Andorra",1962,15370,32.70213,NA,470,260,NA,"Europe & Central Asia","High income"
"522","Arab World",1962,97682294,7.169853,0.761221101,13624031,4215840,NA,NA,NA
"523","United Arab Emirates",1962,112472,1.345359,0.163018351,83600,2080,NA,NA,NA
"524","Argentina",1962,21287682,7.778624,2.522392105,2736690,1364340,NA,"Latin America & Caribbean","Upper middle income"
"525","Armenia",1962,2009526,70.58398,NA,NA,NA,NA,NA,NA
"526","American Samoa",1962,21117,105.585,NA,200,30,NA,NA,NA
"527","Antigua and Barbuda",1962,57144,129.8727,1.796794064,440,90,NA,NA,NA
"528","Australia",1962,10742000,1.398279,8.835688047,7682300,4636880,NA,"East Asia & Pacific","High income"
"529","Austria",1962,7129864,86.33887,4.755361673,82580,35310,NA,"Europe & Central Asia","High income"
"530","Azerbaijan",1962,4171425,50.12708,NA,NA,NA,NA,NA,NA
"531","Burundi",1962,2893669,112.6818,NA,25680,15900,NA,NA,NA
"532","Belgium",1962,9220578,NA,10.64118963,NA,NA,NA,"Europe & Central Asia","High income"
"533","Benin",1962,2502896,22.19667,0.054208805,112760,14620,NA,NA,NA
"534","Burkina Faso",1962,4960326,18.12985,0.017003116,273600,81490,NA,NA,NA
"535","Bangladesh",1962,51030137,392.0269,NA,130170,94770,NA,"South Asia","Lower middle income"
"536","Bulgaria",1962,8012946,72.43014,3.835891818,110630,56850,NA,"Europe & Central Asia","Upper middle income"
"537","Bahrain",1962,173144,250.9333,9.19164395,690,70,NA,NA,NA
"538","Bahamas, The",1962,121083,12.0962,5.996432199,10010,100,NA,NA,NA
"539","Bosnia and Herzegovina",1962,3353226,65.74953,NA,NA,NA,NA,NA,NA
"540","Belarus",1962,8351928,41.17496,NA,NA,NA,NA,"Europe & Central Asia","Upper middle income"
"541","Belize",1962,97384,4.269356,0.715446069,22810,790,NA,NA,NA
"542","Bermuda",1962,46600,932,3.383712446,50,3,NA,NA,NA
"543","Bolivia",1962,3838097,3.542968,0.286626419,1083300,299420,NA,NA,NA
"544","Brazil",1962,76573248,9.161518,0.701235515,8358140,1559130,NA,NA,NA
"545","Barbados",1962,232586,540.8977,1.119400996,430,190,NA,NA,NA
"546","Brunei Darussalam",1962,89516,16.98596,4.137439117,5270,210,NA,"East Asia & Pacific","High income"
"547","Bhutan",1962,234706,5.02335,NA,46723,3630,NA,NA,NA
"548","Botswana",1962,550840,0.971962,NA,566730,260000,NA,"Sub-Saharan Africa","Upper middle income"
"549","Central African Republic",1962,1556661,2.498734,0.047113662,622980,47480,NA,"Sub-Saharan Africa","Low income"
"550","Canada",1962,18614000,2.046954,11.130627485,9093510,699530,NA,"North America","High income"
"551","Central Europe and the Baltics",1962,93014890,84.10285,5.67398699,1105966,476470,NA,NA,NA
"552","Switzerland",1962,5573815,141.0093,4.333572069,39528,17334,NA,NA,NA
"553","Channel Islands",1962,111457,586.6158,NA,190,90,NA,NA,NA
"554","Chile",1962,8067136,10.84975,2.073249664,743532,135560,NA,NA,NA
"555","China",1962,665770000,70.91524,0.661428164,9388250,3451000,NA,"East Asia & Pacific","Upper middle income"
